headline, published_at
(표) 톱 10 코인 시세 (뉴욕시간 6월13일 오전 8시 기준),2018-06-13 21:02:00.000000
"국제자금세탁방지기구, 암호화폐 거래 규제 논의",2018-06-13 21:49:00.000000
(표) 톱5 알트코인 시세 차트 (뉴욕시각 오전 8시50분),2018-06-13 21:52:00.000000
[뉴욕 코인시황/출발] 거의 모든 종목 하락 …비트코인 6509달러,2018-06-13 22:14:00.000000
"[ICOTalK]오픈플랫폼, 테크니컬 로드맵 공개",2018-06-13 22:30:00.000000
"브라이언 켈리, “비트코인, 여전히 비욘세보다 유명한 검색어”",2018-06-13 22:32:00.000000
"리플 CEO, “비트코인은 중국이 조종하는 화폐”",2018-06-13 23:06:00.000000
"텍사스대, “비트코인 가격 상승 절반 조작 의한 것”",2018-06-13 23:13:00.000000
"서클 CEO, “지금은 모든 것의 토큰화 시작 단계”",2018-06-13 23:51:00.000000
"(표) CME 비트코인 선물 시세 (뉴욕시간 13일 오전 11시17분 기준)…6월물, 75달러 내린 6425달러",2018-06-14 00:31:00.000000
"국제 신용평가사들, 비트코인 선물로 은행 신용등급 하향 가능성 우려하고 있어",2018-06-14 00:58:00.000000
"블록체인이 탈바꿈시킬 3대 산업, “보험-의학-금융”",2018-06-14 01:06:00.000000
"[뉴욕 코인시황/장중] 하락세 이어가…비트코인, 6500선도 하회",2018-06-14 01:53:00.000000
"(표) 톱10 코인 시세 (뉴욕시간 6월13일 오후 1시18분 기준)…비트코인, 추가 하락하며 6300선으로 내려서",2018-06-14 02:23:00.000000
"알트코인, 지난 한주 비트코인 약세장의 칼끝에 속수무책으로 급락",2018-06-14 03:09:00.000000
"코인베이스, 힘든 시장여건 속에서도 큰손 투자자들을 위한 새로운 지수펀드 출시",2018-06-14 05:05:00.000000
"[뉴욕 코인시황/마감] 하락세 지속…비트코인, 6300선으로 추가 하락",2018-06-14 05:28:00.000000
"[굿모닝 비트코인] 0614 또 다시 하락…”비트코인, 6천달러선 무너질 수도”",2018-06-14 06:42:00.000000
[이 시각 코인] 글로벌 암호화폐 거래량 순위(오전 10시 00분),2018-06-14 10:06:00.000000
은행권에 부는 블록체인 바람…금융서비스에서 기술인력 육성까지,2018-06-14 10:25:00.000000
"몰수한 비트코인, 로또 공개매각 진행하나…고심하는 韓 검찰",2018-06-14 11:29:00.000000
"암호화폐 결제 카드 출시 앞둔 퓨즈엑스, 뉴욕에서 열린 ‘월드 블록체인 포럼’ 참가",2018-06-14 14:07:00.000000
"글로스퍼 하이콘, 오케이이엑스 상장 위한 2라운드 본선 투표 후보 진출… 국내 후보로는 유일",2018-06-14 14:26:00.000000
"[블록톡] 디코노미의 주역, 펜부시와 R3가 택한 ‘피넥터의 백종찬 대표 전격 인터뷰",2018-06-14 17:26:00.000000
[인터뷰] 콜텍스 CEO 즈지 챈 “콜텍스 통해 인공지능 자율신경 블록체인 시스템 구축할 것”,2018-06-14 18:03:00.000000
"[게임체인저 in 블록체인] 후오비 코리아 김석진 CTO “거래소, 그 무엇보다 ‘보안’이 가장 중요해”",2018-06-14 18:43:00.000000
"[Press]리얼판타지 피버, 월드컵 기간에 토큰 판매",2018-06-14 19:30:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 6월14일 오전 8시 기준),2018-06-14 21:02:00.000000
(표) 톱5 알트코인 시세 차트 (뉴욕시각 오전 8시45분),2018-06-14 21:44:00.000000
"펀드스트랫, “비트코인 3200달러까지 하락해도 상승세는 지속”",2018-06-14 21:49:00.000000
[뉴욕 코인시황 / 출발] 대부분 종목 상승 …비트코인 6514달러,2018-06-14 22:16:00.000000
"애리조나주립대 교수, “비트코인은 투자자에게 기회”",2018-06-14 22:22:00.000000
"잇비트, 비트코인캐시 등 거래 암호화폐 추가 승인",2018-06-14 22:57:00.000000
"웨스턴 유니온 CEO, “암호화폐 송금 도입할 계획 없다”",2018-06-14 23:01:00.000000
"전 미국 대통령 수석고문, “비트코인은 혁명적인 자산”",2018-06-14 23:31:00.000000
"블록체인 정책은 이들 손에, 세계 블록체인 정치인들",2018-06-14 23:52:00.000000
"(표) CME 비트코인 선물 시세 (뉴욕시간 14일 오전 11시2분 기준)…6월물, 135달러 오른 6405달러",2018-06-15 00:17:00.000000
"중국 e스포츠 대회, 상금을 암호화폐로",2018-06-15 00:24:00.000000
"루비니, “비트코인 25만불 주장 드레이퍼, 형편없는 투자자”",2018-06-15 00:45:00.000000
"펀드스트랫 슬라이머, “비트코인 가격 하락, 예상보다 길어질 수도”",2018-06-15 01:22:00.000000
"[뉴욕 코인시황/장중] 비트코인/이더리움, 소폭 하락…알트코인은 상승",2018-06-15 02:00:00.000000
"(표) 톱10 코인 시세 (뉴욕시간 6월14일 오후 1시47분 기준)…비트코인, 6600선 회복",2018-06-15 02:52:00.000000
비트코인의 최근 하락세가 증시에서 갖는 의미는?,2018-06-15 03:10:00.000000
[뉴욕 코인시황/마감] 후장들어 오름폭 늘리며 비트코인은 6600달러 회복,2018-06-15 05:45:00.000000
"Adblock Plus, 거짓 뉴스 구분하는 웹 확장프로그램에 블록체인 기술 이용",2018-06-15 05:55:00.000000
"[굿모닝 비트코인] 0615 비트코인, 6100→6600달러로 상승…’美SEC 호재 덕’",2018-06-15 06:41:00.000000
美SEC “이더는 증권이 아니다.그 이유는”,2018-06-15 07:32:00.000000
[이 시각 코인] 글로벌 암호화폐 거래량 순위(오전 9시 00분),2018-06-15 09:10:00.000000
"[인터뷰] 블록체인계 키 플레이어, 체인파트너스의 표철민 대표가 말하는 ‘블록체인’ ③",2018-06-15 09:13:00.000000
"직토, 19일 美 스포츠 분야 블록체인 기업과 공동 밋업 개최",2018-06-15 09:17:00.000000
[코인 국내외 주요일정 – 6월 15일],2018-06-15 10:05:00.000000
대통령 선거도 블록체인으로…공적 블록체인 기술 활용 확대일로,2018-06-15 10:14:00.000000
"블록체인 프로젝트 보스코인, 4분기 메인넷 공개에 앞서 퍼블릭 파이낸싱 위해 테스트넷 소스코드 공개",2018-06-15 10:39:00.000000
"알투브이, 북미정상회담기록 이더리움에 영원히 남겼다",2018-06-15 14:13:00.000000
"체이너스2018…VC, 크립토펀드, 거래소, 프로젝트 모두 한자리에 모여",2018-06-15 16:55:00.000000
[인터뷰] 에이체인 공동설립자 오웬 양 “에이체인의 우수한 블록체인 기술력을 바탕으로 한국 시장에 진출할 것”,2018-06-15 17:52:00.000000
"암호화폐 게임, 적절한 가이드라인 마련돼야",2018-06-15 20:20:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 6월15일 오전 8시 기준),2018-06-15 21:04:00.000000
"노보그라츠, 블록체인 스타트업에 1500만불 투자",2018-06-15 21:36:00.000000
(표) 알트코인 시세 차트 (뉴욕시각 오전 8시50분),2018-06-15 21:51:00.000000
[뉴욕 코인시황/출발] 혼조세로 출발 …비트코인 6547달러,2018-06-15 22:20:00.000000
"前 오버스탁 회장, “암호화폐가 훨씬 더 저렴한 거래 수단”",2018-06-15 22:21:00.000000
"뉴욕의 갤러리, 비트코인으로 125만달러 작품 팔아",2018-06-15 23:08:00.000000
"우크라이나, 비트코인 창시자 사토시 나카모토 동상 세우나?",2018-06-15 23:11:00.000000
"몰타, 세계 암호화페 산업 허브가 될 것인가?",2018-06-16 00:14:00.000000
"(표) CME 비트코인 선물 시세 (뉴욕시간 15일 오전 11시6분 기준)…6월물, 100달러 내려 6535달러",2018-06-16 00:21:00.000000
발칸 국가 코소보가 비트코인 채굴에 열광하는 이유,2018-06-16 00:37:00.000000
"셰이프시프트, “미국 암호화폐 규제 갈수록 악화”",2018-06-16 00:45:00.000000
암호화폐 투자자가 러시아 월드컵 즐기는 세 가지 방법,2018-06-16 01:25:00.000000
"[뉴욕 코인시황/장중] 상승폭은 적지만 오름세 견지…비트코인, 6500달러 위에서 횡보",2018-06-16 01:45:00.000000
"“블록체인 기술, 은행권에 올바르게 도입돼 시행되면 비용을 극적으로 줄일 수 있어” – 베인앤컴퍼니 보고서",2018-06-16 03:16:00.000000
"펀드스트래트 톰 리, 비트코인의 최근 하락세 요인으로 선물 만기 지목",2018-06-16 05:03:00.000000
"[뉴욕 코인시황/마감] 후장들어 하락세 보였지만 낙폭은 적어…비트코인, 6500달러 위에서 횡보",2018-06-16 05:20:00.000000
"“암호화폐 규제, 새 법규 보다 기존 법 ‘보완’이 효율적”",2018-06-16 08:52:00.000000
"이더리움 개발자 회의, 캐스퍼와 샤딩 업그레이드 결합",2018-06-16 14:17:00.000000
"“암호화폐 결제수단 활용, 인프라 확충돼야 가능”",2018-06-16 14:23:00.000000
신흥국 통화 ‘자유낙하’ 브레이크 없다,2018-06-16 14:31:00.000000
‘암호화폐’ 돈세탁 의심↑···”거래소에 신고의무 부과해야”,2018-06-16 14:34:00.000000
"이탈리아 당국, 해킹피해 거래소 소유 암호화폐 압수",2018-06-16 15:21:00.000000
비트코인 코어 버전 0.16.1 공식 출시,2018-06-16 17:22:00.000000
"[코인시황] 이번 주 암호화폐 시장 18% 하락, 그 이유는?",2018-06-17 08:30:00.000000
하락하는 암호화폐 시장에 대한 해외 전문가 의견,2018-06-17 13:35:00.000000
"일본 경찰, 모네로 크립토재킹 용의자 체포",2018-06-17 13:57:00.000000
"이오스 메인넷, 출시 이틀 후 동결현상",2018-06-17 14:07:00.000000
"지정학 분석가, “블록체인은 쓸모없어질 수 있다.”",2018-06-17 14:25:00.000000
"독일 금융전문가, 2020년 암호화폐 결재 수단 사용률 예측",2018-06-17 15:19:00.000000
사이버보험 물꼬 트일까,2018-06-17 15:31:00.000000
"亞 신흥국, 금융 시장 불안에 ‘금리 인상’ 러시",2018-06-17 17:41:00.000000
[블록톡] 피넥터 백종찬 대표가 말하는 ‘블록체인과 디코노미에 대한 모든 것’,2018-06-17 17:47:00.000000
[굿모닝 비트코인] 0618 비트코인·이더리움 ‘보합권’…방향성 탐색 중,2018-06-18 06:35:00.000000
[코인시황] 암호화폐 시장 하락세 주춤? 시장 전반 혼조세,2018-06-18 07:59:00.000000
[이 시각 코인] 글로벌 암호화폐 거래량 순위(오전 8시 25분),2018-06-18 08:22:00.000000
[코인 국내외 주요일정 – 6월 18일],2018-06-18 08:30:00.000000
"박원순,오거돈,이재명 당선인들 공약 블록체인에 기록… 공약 미이행 시 발행된 암호화폐 크레드 소각",2018-06-18 10:32:00.000000
[인터뷰] 엑스맥스 리우 이 사업개발이사 “블록체인으로 개발자가 엔터테인먼트 블록체인 디앱을 개발할 수 있게 지원”,2018-06-18 11:09:00.000000
[김정호의 4차혁명 오딧세이] 한국 반도체 산업을 지키는 다섯 가지 방법,2018-06-18 11:16:00.000000
"블록체인 기반의 퍼블릭 클라우드 서비스 ‘소늠’ , 클라우드 런칭 및 최초 고객 3개사 발표",2018-06-18 12:21:00.000000
"민간 전자화폐 발행, 규제 미달시 ‘사회적 비용’ 유발",2018-06-18 14:15:00.000000
한은 “민간 화폐발행 안돼…발권력 중앙은행이 독점해야”,2018-06-18 14:18:00.000000
"빗썸, 청소년 대상 암호화폐 미니강의 진행",2018-06-18 15:13:00.000000
[문송합니다] Ep5.5 : 비트코인과 이더리움 언어는 뭐가 다를까 6장,2018-06-18 17:01:00.000000
[인터뷰] 엔진체인 CEO 탕쉬 “엔진체인 블록체인 플랫폼으로 차량 데이터 확보 기능 구축해 소비자 신뢰성 얻을 것”,2018-06-18 18:29:00.000000
(표) 알트코인 시세 차트 (뉴욕시각 오전 4시35분),2018-06-18 20:36:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 6월18일 오전 8시 기준),2018-06-18 21:03:00.000000
EOS 네트워크 일시정지 후 재가동,2018-06-18 21:42:00.000000
‘무비코인’으로 누구나 헐리우드 영화 제작에 투자할 수 있다?,2018-06-18 21:50:00.000000
[뉴욕 코인시황/출발] 대부분 종목 하락세로 출발…비트코인 6477달러,2018-06-18 22:12:00.000000
"550년 된 터키 환전소, 비트코인 거래 시작했다",2018-06-18 22:53:00.000000
"텍사스대 오스틴, 리플 블록체인 연구 지원 대상 선정",2018-06-18 22:54:00.000000
"암호화폐, 과거 ‘닷컴 버블’과 이런 점에서 다르다",2018-06-18 23:50:00.000000
"국제결제은행, “암호화폐 규모 커질수록 가치 떨어진다”",2018-06-19 00:04:00.000000
"(표) CME 비트코인 선물 시세 (뉴욕시간 18일 오전 11시3분 기준)…6월물, 80달러 내린 6450달러",2018-06-19 00:19:00.000000
러시아 2개 주요은행 암호화페 기반 투자상품 시험,2018-06-19 00:45:00.000000
브라이언 켈리가 꼽은 이더리움이 비트코인보다 나은 세 가지 이유,2018-06-19 01:27:00.000000
"[뉴욕 코인시황/장중] 하락세 보이고 있지만 낙폭은 적어…비트코인, 6500선 바로 아래서 움직여",2018-06-19 01:42:00.000000
"암호화폐 헤지펀드, 올해 상반기 큰 변동성에 타격받아…반면 긍정적 조짐은 여전",2018-06-19 03:23:00.000000
"[뉴욕 코인시황/마감] 후장들어 상승 반전되며 오름세 기록…비트코인, 6700선 회복",2018-06-19 05:34:00.000000
"스퀘어(Square), 뉴욕주 감독당국으로부터 비트라이센스(BitLicense) 취득",2018-06-19 05:50:00.000000
[굿모닝 비트코인] 0619 거래량 동반 상승…’스퀘어’ 뉴욕서도 비트코인 매매 가능,2018-06-19 06:22:00.000000
"이종걸 의원 “블록체인, 투기 막고 건전한 시장 만들어야”",2018-06-19 07:53:00.000000
[이 시각 코인] 글로벌 암호화폐 거래량 순위(오전 8시 25분),2018-06-19 08:02:00.000000
[뉴욕증시] G2 무역 마찰 우려에 다우 5일째 하락,2018-06-19 08:05:00.000000
[코인 국내외 주요일정 – 6월 19일],2018-06-19 08:26:00.000000
"“우수 ICO 육성, 등록제 도입해 불량품은 걸러내야”",2018-06-19 08:28:00.000000
"핀덱스체인, 암호화폐 자동 거래봇 출시",2018-06-19 10:08:00.000000
[게임체인저 in 블록체인]中 BUMO 프로젝트 “연내 유저 1억 유치”,2018-06-19 10:41:00.000000
"UBS CEO, 세르지오 에르모티 “블록체인은 비즈니스에 필수적인 기술”",2018-06-19 11:21:00.000000
美 기업어닝 정점 찍고 내려오나…증시 활황 꺾일 수도,2018-06-19 11:24:00.000000
"원투씨엠, ‘지역 전자화폐 사업’ 본격화",2018-06-19 13:46:00.000000
"가상화폐에 푹 빠진 억만장자들, 자문 요청 쇄도 – 캡제미니 서베이",2018-06-19 14:02:00.000000
[체인피플] 리브라크레딧 CEO 루 후아 “블록체인 암호화폐 플랫폼 리브라크레딧으로 한국에서 신용가치 창출할 것”,2018-06-19 14:43:00.000000
일본 마을에서 자체 ICO 계획중,2018-06-19 15:10:00.000000
[게임체인저 in 블록체인] 온톨로지 “퍼블릭 블록체인 통해 암호화폐나 디지털 자산 외에도 상업적 활용 가능하게 할 것”,2018-06-19 15:13:00.000000
"숨파운데이션, 오는 22일부터 중국 북경서 ‘2018 세계 블록체인 기술 포럼’ 개최",2018-06-19 18:11:00.000000
[가상화폐] 日 최대 암호화폐 거래소 ‘비트플라이어’에 행정 처분,2018-06-19 19:54:00.000000
"인터넷 카페 컴퓨터 해킹으로, 80만 달러 가량의 암호화폐 채굴한 중국인 일당 체포",2018-06-19 20:12:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 6월19일 오전 8시 기준),2018-06-19 21:02:00.000000
"美 정부공직윤리청, “공무원 암호화폐 자산 공개해야”",2018-06-19 21:42:00.000000
(표) 알트코인 시세 차트 (뉴욕시각 오전 8시50분),2018-06-19 21:50:00.000000
[뉴욕 코인시황 / 출발] 대부분 종목 상승 …비트코인 6772달러,2018-06-19 22:04:00.000000
서클 CEO “종이화폐도 결국 전부 다 암호화폐 된다”,2018-06-19 22:31:00.000000
이토로 CEO “지금 암호화폐는 2001년 애플 주식과 비슷”,2018-06-19 23:13:00.000000
"헤지펀드 매니저 필립 넌, “비트코인 가격 올해 6만 달러로”",2018-06-19 23:20:00.000000
암호화폐 내용 담은 헐리우드 영화 ‘크립토’ 내년 개봉,2018-06-20 00:03:00.000000
"패리스 힐튼 父, 3800만불 저택 암호화폐 경매 주최",2018-06-20 00:31:00.000000
몰타 은행협회장 “암호화폐는 우리의 일부”,2018-06-20 00:36:00.000000
"(표) CME 비트코인 선물 시세 (뉴욕시간 19일 오전 11시21분 기준)…6월물, 35달러 오른 6730달러",2018-06-20 00:38:00.000000
"트론, 비트토렌트 인수 소식에 가격 16% 급등",2018-06-20 00:51:00.000000
"[뉴욕 코인시황/장중] 큰폭은 아니지만 상승세 견지…비트코인, 6700선 위에서 횡보",2018-06-20 01:50:00.000000
